Street,Ground Truth,DTW Distance,Normalized DTW,Similarity,System Pitch,Ground Truth Pitch,System Duration,Ground Truth Duration,System Energy,Ground Truth Energy
Mbokodo_Road,gt1.wav,18322.653020288795,177.8898351484349,0.005590032542487638,188.45892458292246,186.82491527659673,1.024,3.2725,0.23880977928638458,0.06659872084856033
Mbokodo_Road,gt2.wav,41585.86674725604,214.36013787245383,0.004643384843077348,188.45892458292246,101.92750646297938,1.024,6.18,0.23880977928638458,0.023257333785295486
Mbokodo_Road,gt3.wav,10244.417594356908,179.7266244624019,0.005533219042709662,188.45892458292246,185.40911209474075,1.024,1.8,0.23880977928638458,0.17146073281764984
Mbokodo_Road,gt4.wav,11938.480451236754,234.08785198503438,0.004253728942419618,188.45892458292246,97.2222365519311,1.024,1.62,0.23880977928638458,0.052788373082876205
Mbokodo_Road,gt5.wav,16397.784779385394,212.958243888122,0.004673809159337167,188.45892458292246,194.12366756152363,1.024,2.46,0.23880977928638458,0.07019154727458954
Mbonini_Road,gt1.wav,14967.684079149845,226.78309210833098,0.0043901414751381625,188.58761543044244,85.87651878367969,0.896,2.1,0.1637866050004959,0.03842373192310333
Mbonini_Road,gt2.wav,18747.036804537434,178.54320766226127,0.005569689953858349,188.58761543044244,185.8896240216748,0.896,3.335,0.1637866050004959,0.057488374412059784
Mbonini_Road,gt3.wav,16415.371142733693,176.50936712616874,0.005633505522495766,188.58761543044244,158.19927286127498,0.896,2.9525,0.1637866050004959,0.05870918557047844
Mbonini_Road,gt4.wav,18202.51312782015,195.72594761096937,0.0050832135371259,188.58761543044244,277.146255474362,0.896,2.82,0.1637866050004959,0.07101345807313919
Mbonini_Road,gt5.wav,19961.43939570071,210.1204146915864,0.004736633363764666,188.58761543044244,169.02812484796212,0.896,3.0375,0.1637866050004959,0.040156930685043335
Mbonini_Road,gt6.wav,14955.834590709963,155.7899436532288,0.006377960070013756,188.58761543044244,116.72717768184104,0.896,3.06,0.1637866050004959,0.08012732863426208
Mbonini_Road,gt7.wav,15021.931628478455,246.26117423735172,0.004044306604481612,188.58761543044244,109.55183840586389,0.896,1.92,0.1637866050004959,0.03558364138007164
Mgaga_Road,gt1.wav,21740.424215552106,224.12808469641345,0.004441915815827714,194.40535637010453,164.090557302163,0.672,3.1,0.15338502824306488,0.035580869764089584
Mgaga_Road,gt2.wav,34872.799534779566,268.252304113689,0.003713988644560532,194.40535637010453,132.21261114663065,0.672,4.14,0.15338502824306488,0.016091277822852135
Mgaga_Road,gt3.wav,16355.862685900189,255.56035446719045,0.0038977183441952345,194.40535637010453,89.47427089459339,0.672,2.04,0.15338502824306488,0.038503192365169525
Mgaga_Road,gt4.wav,24366.60988490077,267.7649437901183,0.003720723342479188,194.40535637010453,132.56173543278067,0.672,2.88,0.15338502824306488,0.013231324963271618
