OSM_ID,Street_Name,Latitude,Longitude
48666951,Arcadia Road,-29.8385071,30.9938761
45880765,Arch Road,-29.7206597,31.0169025
45260276,Archary Road,-29.9112153,30.9864521
118923540,Archbell Crescent,-29.4759758,30.2149113
48782089,Archbell Road,-29.8772131,30.9813505
87322241,Archbell Street,-29.6014796,30.3829161
45880694,Archbridge Place,-29.7235107,31.0091621
48782126,Archer Crescent,-29.862801,30.9798537
71054304,Archibald Street,-28.9495037,31.7605047
51253816,Archie Gumede Drive,-29.6547887,30.377431
48572928,Archie Gumede Place,-29.8507151,31.0247059
44370659,Archie Gwillam Crescent,-29.8743187,30.9443416
45880532,Archstone Avenue,-29.7122576,30.9877408
45082580,Arcot Place,-29.9577865,30.9848726
46419388,Arctic Circle,-29.5161434,30.217061
44013035,Ardberg Avenue,-29.5796002,31.0882562
45881235,Ardford Place,-29.6923643,31.0033724
48610871,Ardrossan Road,-29.7765315,31.0217501
43671976,Arena Park Drive,-29.9167947,30.8775547
89561159,Arenga Loop,-28.7320825,32.040494
118841048,Ares Road,-29.6408909,30.3982137
1417210215,Argus Drive,-29.4579199,31.2350224
656362680,Argyle Drive,-30.8733913,30.3562709
808270299,Argyle Road,-30.9977812,30.263825
44103645,Argyll Road,-29.8430014,30.8639709
170710037,Argyll Street,-28.1496453,30.2368972
136289496,Ariel Drive,-29.3344198,31.2806457
94078157,Aries Avenue,-27.7118916,29.9442894
135763070,Aries Crescent,-29.3368186,31.26092
555009566,Aries Lane,-28.5341305,29.8096035
43672626,Aries Place,-29.9090426,30.9171672
46419392,Aries Road,-29.5160888,30.2196303
42644308,Ark Place,-29.8622678,30.8767147
45882638,Arkhaven Place,-29.6902904,31.0174923
44359020,Arkwest Place,-29.7828712,30.9595875
118809666,Arlington Crescent,-29.567254,30.3089003
44370400,Armadale Road,-29.8986089,30.9546175
39739668,Armagh Avenue,-29.8503052,30.961695
81962673,Armelino Crescent,-28.8289442,31.894964
43672163,Armenia Terrace,-29.9181983,30.8834414
67721225,Armitage Road,-29.5867513,30.3778377
125139779,Armoracia Angle,-28.7164191,32.0329503
119199487,Armstrong,-28.7471314,31.9046402
25403726,Armstrong Avenue,-29.7310027,31.0624978
118807315,Armstrong Drive,-29.5918176,30.3494106
45242213,Armstrong Road,-29.9017182,31.0310924
45880814,Arnclay Close,-29.7152092,31.0118309
42897005,Arndt Street,-29.8430266,30.8409872
44446273,Arne Crescent,-29.9200237,30.959252
45884474,Arnewood Place,-29.6821821,31.026272
45882334,Arnham Place,-29.6926983,30.984046
45082581,Arniston Place,-29.9445883,30.9736015
44470229,Arnold Hunt Road,-30.0918252,30.8527826
38110038,Arnold Road,-29.8192379,31.0013944
46695854,Arnott Street,-29.7970733,30.9406853
45668894,Arolla Place,-29.6552843,31.0165964
48667359,Arran Road,-29.8229615,31.0185834
69082350,Arron Road,-30.825671,30.4027936
42644739,Arrow Lane,-29.8710214,30.8997392
45880909,Artclay Place,-29.7140169,31.017334
44359078,Artdale Close,-29.7714588,30.9593161
118841044,Artemis Road,-29.63808,30.3979673
44358971,Artfield Place,-29.7763813,30.9499357
289149183,Arthur Hopewell Highway,-29.7988687,30.7754027
44470225,Arthur Howes Road,-30.0388323,30.8784532
862052962,Arthur Leslie Drive,-29.5050041,31.2010356
44370304,Arthur Place,-29.8801205,30.9363099
95556030,Arthur Road,-29.5522994,30.4163267
94821286,Arthur Street,-30.8522839,30.3533122
118745648,Arthur Thompson Road,-29.5952904,30.413413
44013037,Arum Avenue,-29.5824431,31.0979677
820910406,Arum Lane,-29.0298014,29.464711
198023661,Arum Lily Street,-28.738106,32.0530599
42897081,Arum Place,-29.8291706,30.8460134
45242214,Arum Road,-29.925405,30.9987771
771630348,Arunagiri Crescent,-29.5696316,30.4006205
228983346,Arundel,-29.2084025,29.9906384
48667530,Arundel Close,-29.8467941,31.02901
42644307,Arundel Place,-29.8733838,30.8971274
44370204,Arundel Road,-29.8803438,30.9391417
45669097,As-safa Way,-29.6482152,31.0632402
45669098,As-salaam Road,-29.6476961,31.0639186
667328815,Ascent Crescent,-29.7241646,30.5290495
44121390,Ascot Close,-29.782053,30.8813355
48667167,Ascot Street,-29.8484694,31.0184669
44370421,Ash Grove,-29.8954438,30.9553983
42897114,Ash Lane,-29.8213435,30.8483276
118696538,Ash Road,-29.5950908,30.3984727
45445430,Ash Way,-29.7150342,31.0695923
802407073,Asha Drive,-29.9406368,30.9079919
746661819,Ashbourne Grove,-29.5857804,30.3388256
45242215,Ashburton Road,-29.9019649,31.0325242
45471860,Ashby Close,-29.7291498,31.0792044
48667414,Ashby Road,-29.8199716,31.0081949
95614593,Ashby Street,-28.8812479,31.4786075
44359141,Ashcastle Place,-29.7681621,30.9489912
44003058,Ashfield Avenue,-29.8067491,31.0005334
48667203,Ashford Place,-29.8363059,31.0029995
190588362,Ashford Road,-30.5863831,30.5635326
